category path = Root\Kit Serial Numbers,,,,,,,,,,,,,,,,,,,,,,,,
,MIGUEL CANTU,,,CHRIS HOAGLAND,,,,,CHRIS RUCKER (QUALITY),,,,,,,,,,,,,,,
,Serial Number,Assembly Lot #,,Anode Lot #,Cathode Lot #,Header Glassing Lot #,Tantalum Lot #,,Capacitence,ESR,Leakage,,Anode 1,Anode 2,Anode 3,Anode 4,Anode 5,Cathode Lot #,Teflon Spacer 1,Teflon Spacer 2,Teflon Spacer 3,Header Glassing Lot #,Tantalum Lot #,Teflon Spacer Lot #
,377650,1518O,,anode1,cat1,headglass1,8675309,,,,,,,,,,,,,,,,,
,377651,1518O,,anode2,cat2,headglass2,2345676,,,,,,,,,,,,,,,,,
,377652,1518O,,anode3,cat3,headglass3,443747,,,,,,,,,,,,,,,,,
,377653,1518O,,anode4,cat4,headglass3,23456,,,,,,,,,,,,,,,,,
,377654,1518O,,,cat5,headglass4,,,,,,,,,,,,,,,,,,
,377655,1518O,,,,,,,,,,,,,,,,,,,,,,
,377656,1518O,,,,,,,,,,,,,,,,,,,,,,
,377657,1518O,,,,,,,,,,,,,,,,,,,,,,
,377658,1518O,,,,,,,,,,,,,,,,,,,,,,
,377659,1518O,,,,,,,,,,,,,,,,,,,,,,
,377660,1518O,,,,,,,,,,,,,,,,,,,,,,
,377661,1518O,,,,,,,,,,,,,,,,,,,,,,
,377662,1518O,,,,,,,,,,,,,,,,,,,,,,
,377663,1518O,,,,,,,,,,,,,,,,,,,,,,
,377664,1518O,,,,,,,,,,,,,,,,,,,,,,
,377665,1518O,,,,,,,,,,,,,,,,,,,,,,
,377666,1518O,,,,,,,,,,,,,,,,,,,,,,
,377667,1518O,,,,,,,,,,,,,,,,,,,,,,
,377668,1518O,,,,,,,,,,,,,,,,,,,,,,
,377669,1518O,,,,,,,,,,,,,,,,,,,,,,
,377670,1518O,,,,,,,,,,,,,,,,,,,,,,
,377671,1518O,,,,,,,,,,,,,,,,,,,,,,
,377672,1518O,,,,,,,,,,,,,,,,,,,,,,
,377673,1518O,,,,,,,,,,,,,,,,,,,,,,
,377674,1518O,,,,,,,,,,,,,,,,,,,,,,
,377675,1518O,,,,,,,,,,,,,,,,,,,,,,
,377676,1518O,,,,,,,,,,,,,,,,,,,,,,
,377677,1518O,,,,,,,,,,,,,,,,,,,,,,
,377678,1518O,,,,,,,,,,,,,,,,,,,,,,
,377679,1518O,,,,,,,,,,,,,,,,,,,,,,
,377680,1518O,,,,,,,,,,,,,,,,,,,,,,
,377681,1518O,,,,,,,,,,,,,,,,,,,,,,
,377682,1518O,,,,,,,,,,,,,,,,,,,,,,
,377683,1518O,,,,,,,,,,,,,,,,,,,,,,
,377684,1518O,,,,,,,,,,,,,,,,,,,,,,
,377685,1518O,,,,,,,,,,,,,,,,,,,,,,
,377686,1518O,,,,,,,,,,,,,,,,,,,,,,
,377687,1518O,,,,,,,,,,,,,,,,,,,,,,
,377688,1518O,,,,,,,,,,,,,,,,,,,,,,
,377689,1518O,,,,,,,,,,,,,,,,,,,,,,
,1000.0,,,,,,,,,,,1518O,anode1,,,,,cat1,,,,headglass1,2345676,,
,1001.0,,,,,,,,,,,,,,,,,,,,,,,,
,1002.0,,,,,,,,,,,,,,,,,,,,,,,,
,1003.0,,,,,,,,,,,,,,,,,,,,,,,,
,1004.0,,,,,,,,,,,,,,,,,,,,,,,,
,1005.0,,,,,,,,,,,,,,,,,,,,,,,,
,1006.0,,,,,,,,,,,,,,,,,,,,,,,,
,1007.0,,,,,,,,,,,,,,,,,,,,,,,,
,1008.0,,,,,,,,,,,,,,,,,,,,,,,,
,1009.0,,,,,,,,,,,,,,,,,,,,,,,,
,1010.0,,,,,,,,,,,,,,,,,,,,,,,,
,1011.0,,,,,,,,,,,,,,,,,,,,,,,,
,1012.0,,,,,,,,,,,,,,,,,,,,,,,,
,1013.0,,,,,,,,,,,,,,,,,,,,,,,,
,1014.0,,,,,,,,,,,,,,,,,,,,,,,,
,1015.0,,,,,,,,,,,,,,,,,,,,,,,,
,1016.0,,,,,,,,,,,,,,,,,,,,,,,,
,1017.0,,,,,,,,,,,,,,,,,,,,,,,,
,1018.0,,,,,,,,,,,,,,,,,,,,,,,,
,1019.0,,,,,,,,,,,,,,,,,,,,,,,,
,1020.0,,,,,,,,,,,,,,,,,,,,,,,,
,1021.0,,,,,,,,,,,,,,,,,,,,,,,,
,1022.0,,,,,,,,,,,,,,,,,,,,,,,,
,1023.0,,,,,,,,,,,,,,,,,,,,,,,,
,1024.0,,,,,,,,,,,,,,,,,,,,,,,,
,1025.0,,,,,,,,,,,,,,,,,,,,,,,,
,1026.0,,,,,,,,,,,,,,,,,,,,,,,,
,1027.0,,,,,,,,,,,,,,,,,,,,,,,,
,1028.0,,,,,,,,,,,,,,,,,,,,,,,,
,1029.0,,,,,,,,,,,,,,,,,,,,,,,,
,1030.0,,,,,,,,,,,,,,,,,,,,,,,,
,1031.0,,,,,,,,,,,,,,,,,,,,,,,,
,1032.0,,,,,,,,,,,,,,,,,,,,,,,,
,1033.0,,,,,,,,,,,,,,,,,,,,,,,,
,1034.0,,,,,,,,,,,,,,,,,,,,,,,,
,1035.0,,,,,,,,,,,,,,,,,,,,,,,,
,1036.0,,,,,,,,,,,,,,,,,,,,,,,,
,1037.0,,,,,,,,,,,,,,,,,,,,,,,,
,1038.0,,,,,,,,,,,,,,,,,,,,,,,,
,1039.0,,,,,,,,,,,1518O,anode2,anode2,anode3,anode1,anode1,cat3,,,,headglass1,8675309,,
,1040.0,,,,,,,,,,,,,,,,,,,,,,,,
,1000.0,,,,,,,,,,,1518O,anode1,anode3,anode1,anode2,anode4,cat1,,,,headglass1,8675309,,
,1001.0,,,,,,,,,,,,,,,,,,,,,,,,
,1002.0,,,,,,,,,,,,,,,,,,,,,,,,
,1003.0,,,,,,,,,,,,,,,,,,,,,,,,
,1004.0,,,,,,,,,,,,,,,,,,,,,,,,
,1005.0,,,,,,,,,,,,,,,,,,,,,,,,
,1006.0,,,,,,,,,,,,,,,,,,,,,,,,
,1007.0,,,,,,,,,,,,,,,,,,,,,,,,
,1008.0,,,,,,,,,,,,,,,,,,,,,,,,
,1009.0,,,,,,,,,,,,,,,,,,,,,,,,
,1010.0,,,,,,,,,,,,,,,,,,,,,,,,
,1011.0,,,,,,,,,,,,,,,,,,,,,,,,
,1012.0,,,,,,,,,,,,,,,,,,,,,,,,
,1013.0,,,,,,,,,,,,,,,,,,,,,,,,
,1014.0,,,,,,,,,,,,,,,,,,,,,,,,
,1015.0,,,,,,,,,,,,,,,,,,,,,,,,
,1016.0,,,,,,,,,,,1518O,anode4,anode1,anode4,anode2,anode3,cat5,,,,headglass2,2345676,,
,1017.0,,,,,,,,,,,,,,,,,,,,,,,,
,1018.0,,,,,,,,,,,,,,,,,,,,,,,,
,1019.0,,,,,,,,,,,,,,,,,,,,,,,,
,1020.0,,,,,,,,,,,,,,,,,,,,,,,,
,1021.0,,,,,,,,,,,,,,,,,,,,,,,,
,1022.0,,,,,,,,,,,,,,,,,,,,,,,,
,1023.0,,,,,,,,,,,,,,,,,,,,,,,,
,1024.0,,,,,,,,,,,,,,,,,,,,,,,,
,1025.0,,,,,,,,,,,,,,,,,,,,,,,,
,1026.0,,,,,,,,,,,,,,,,,,,,,,,,
,1027.0,,,,,,,,,,,,,,,,,,,,,,,,
,1028.0,,,,,,,,,,,,,,,,,,,,,,,,
,1029.0,,,,,,,,,,,,,,,,,,,,,,,,
,1030.0,,,,,,,,,,,,,,,,,,,,,,,,
,1031.0,,,,,,,,,,,,,,,,,,,,,,,,
,1032.0,,,,,,,,,,,1518O,anode2,anode4,anode1,anode3,anode2,cat2,,,,headglass4,23456,,yup notes
,1033.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1034.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1035.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1036.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1037.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1038.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1039.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1040.0,,,,,,,,,,,,,,,,,,,,,,,,yup notes
,1000.0,,,,,,,,,,,1518O,anode1,anode3,anode1,anode2,anode4,cat3,,,,headglass2,2345676,,
,1001.0,,,,,,,,,,,,,,,,,,,,,,,,
,1002.0,,,,,,,,,,,,,,,,,,,,,,,,
,1003.0,,,,,,,,,,,,,,,,,,,,,,,,
,1004.0,,,,,,,,,,,,,,,,,,,,,,,,
,1005.0,,,,,,,,,,,,,,,,,,,,,,,,
,1006.0,,,,,,,,,,,,,,,,,,,,,,,,
,1007.0,,,,,,,,,,,,,,,,,,,,,,,,
,1008.0,,,,,,,,,,,,,,,,,,,,,,,,
,1009.0,,,,,,,,,,,,,,,,,,,,,,,,
,1010.0,,,,,,,,,,,,,,,,,,,,,,,,
,1011.0,,,,,,,,,,,,,,,,,,,,,,,,
,1012.0,,,,,,,,,,,,,,,,,,,,,,,,
,1013.0,,,,,,,,,,,,,,,,,,,,,,,,
,1014.0,,,,,,,,,,,,,,,,,,,,,,,,
,1015.0,,,,,,,,,,,,,,,,,,,,,,,,
,1016.0,,,,,,,,,,,,,,,,,,,,,,,,
,1017.0,,,,,,,,,,,,,,,,,,,,,,,,
,1018.0,,,,,,,,,,,,,,,,,,,,,,,,
,1019.0,,,,,,,,,,,,,,,,,,,,,,,,
,1020.0,,,,,,,,,,,,,,,,,,,,,,,,
,1021.0,,,,,,,,,,,,,,,,,,,,,,,,
,1022.0,,,,,,,,,,,,,,,,,,,,,,,,
,1023.0,,,,,,,,,,,,,,,,,,,,,,,,
,1024.0,,,,,,,,,,,,,,,,,,,,,,,,
,1025.0,,,,,,,,,,,,,,,,,,,,,,,,
,1026.0,,,,,,,,,,,,,,,,,,,,,,,,
,1027.0,,,,,,,,,,,,,,,,,,,,,,,,
,1028.0,,,,,,,,,,,,,,,,,,,,,,,,
,1029.0,,,,,,,,,,,,,,,,,,,,,,,,
,1030.0,,,,,,,,,,,,,,,,,,,,,,,,
,1031.0,,,,,,,,,,,,,,,,,,,,,,,,
,1032.0,,,,,,,,,,,,,,,,,,,,,,,,
,1033.0,,,,,,,,,,,,,,,,,,,,,,,,
,1034.0,,,,,,,,,,,,,,,,,,,,,,,,
,1035.0,,,,,,,,,,,,,,,,,,,,,,,,
,1036.0,,,,,,,,,,,,,,,,,,,,,,,,
,1037.0,,,,,,,,,,,,,,,,,,,,,,,,
,1038.0,,,,,,,,,,,,,,,,,,,,,,,,
,1039.0,,,,,,,,,,,,,,,,,,,,,,,,
,1040.0,,,,,,,,,,,,,,,,,,,,,,,,
,1000.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1001.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1002.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1003.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1004.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1005.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1006.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1007.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1008.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1009.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
,1010.0,,,,,,,,,,,1518O,anode2,anode3,anode4,anode2,anode1,cat2,,,,headglass1,8675309,,
